Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Unemployment rate,Inflation rate,GDP,Target,Unnamed: 25,Unnamed: 26
1.0,1.0,5.0,9500.0,1.0,1.0,129.0,1.0,37.0,37.0,9.0,9.0,128.8,1.0,0.0,,1.0,0.0,0.0,19.0,,,2.6,0.32,Graduate,,
1.0,1.0,6.0,9773.0,1.0,1.0,116.0,1.0,19.0,1.0,4.0,4.0,110.1,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,12.4,0.5,1.79,Graduate,,
1.0,51.0,1.0,9147.0,1.0,1.0,99.0,1.0,3.0,1.0,,3.0,99.7,1.0,0.0,1.0,0.0,0.0,0.0,22.0,0.0,8.9,1.4,3.51,Enrolled,,
1.0,1.0,3.0,9238.0,1.0,,135.0,1.0,1.0,12.0,9.0,10.0,121.0,1.0,0.0,0.0,,,1.0,19.0,0.0,,0.5,1.79,Graduate,,
1.0,1.0,3.0,9500.0,1.0,1.0,141.0,1.0,19.0,19.0,9.0,7.0,131.7,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,15.5,2.8,,Graduate,,
1.0,17.0,5.0,9853.0,1.0,1.0,,,37.0,38.0,5.0,6.0,119.1,,0.0,0.0,1.0,0.0,1.0,,0.0,9.4,-0.8,-3.12,,,
,1.0,4.0,9254.0,1.0,,132.0,1.0,12.0,19.0,9.0,9.0,124.7,,0.0,0.0,1.0,0.0,0.0,,0.0,7.6,2.6,0.32,Dropout,,
1.0,17.0,,,1.0,1.0,113.0,1.0,1.0,37.0,9.0,10.0,117.2,1.0,0.0,0.0,1.0,0.0,,20.0,0.0,7.6,2.6,0.32,Dropout,,
1.0,1.0,1.0,9147.0,1.0,,134.0,1.0,3.0,19.0,2.0,10.0,128.8,0.0,0.0,0.0,,0.0,0.0,,0.0,13.9,-0.3,0.79,Graduate,,
1.0,1.0,1.0,9500.0,1.0,1.0,136.0,1.0,1.0,19.0,9.0,9.0,131.5,0.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,11.1,0.6,2.02,Graduate,,
1.0,1.0,1.0,171.0,1.0,1.0,136.0,1.0,3.0,37.0,2.0,8.0,121.7,1.0,0.0,0.0,1.0,0.0,0.0,18.0,,9.4,-0.8,,Enrolled,,
1.0,1.0,1.0,9085.0,1.0,1.0,129.0,1.0,1.0,38.0,4.0,7.0,123.4,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,7.6,2.6,,Graduate,,
1.0,17.0,1.0,,1.0,1.0,138.0,1.0,,38.0,7.0,6.0,124.7,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,9.4,-0.8,-3.12,Enrolled,,
1.0,1.0,1.0,9853.0,,1.0,137.0,1.0,37.0,37.0,9.0,,132.8,1.0,0.0,0.0,1.0,,0.0,18.0,0.0,7.6,2.6,0.32,Graduate,,
1.0,43.0,1.0,9853.0,1.0,1.0,115.0,1.0,3.0,,,5.0,,1.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,9.4,-0.8,-3.12,Dropout,,
1.0,1.0,1.0,9853.0,1.0,1.0,129.0,1.0,38.0,37.0,6.0,6.0,138.1,0.0,0.0,0.0,1.0,,0.0,19.0,0.0,7.6,2.6,0.32,Dropout,,
1.0,1.0,1.0,9147.0,1.0,1.0,131.0,1.0,38.0,38.0,9.0,9.0,126.5,0.0,0.0,0.0,1.0,0.0,,18.0,0.0,12.4,0.5,1.79,Graduate,,
1.0,17.0,2.0,9238.0,1.0,1.0,133.0,1.0,1.0,37.0,7.0,9.0,127.4,1.0,0.0,0.0,,0.0,1.0,18.0,0.0,12.7,3.7,-1.7,Graduate,,
,1.0,3.0,9238.0,1.0,1.0,125.0,1.0,19.0,1.0,9.0,10.0,123.6,1.0,0.0,0.0,1.0,0.0,,20.0,0.0,9.4,-0.8,-3.12,Graduate,,
,39.0,,8014.0,0.0,1.0,120.0,1.0,1.0,19.0,6.0,8.0,,0.0,0.0,0.0,1.0,0.0,1.0,24.0,0.0,11.1,0.6,,Graduate,,
1.0,1.0,1.0,9670.0,1.0,1.0,128.0,,19.0,1.0,4.0,1.0,118.2,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,10.8,1.4,1.74,Dropout,,
1.0,1.0,1.0,9500.0,1.0,1.0,127.0,1.0,19.0,37.0,9.0,7.0,123.9,1.0,0.0,0.0,1.0,,1.0,18.0,0.0,,2.8,-4.06,Graduate,,
1.0,1.0,2.0,9500.0,1.0,1.0,134.0,1.0,19.0,19.0,9.0,9.0,,1.0,0.0,0.0,,0.0,0.0,18.0,,15.5,2.8,-4.06,Graduate,,
1.0,17.0,5.0,9853.0,1.0,1.0,132.0,1.0,12.0,12.0,4.0,4.0,123.3,1.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,10.8,1.4,1.74,Dropout,,
1.0,17.0,2.0,9670.0,1.0,1.0,124.0,1.0,1.0,19.0,5.0,4.0,124.4,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,7.6,2.6,0.32,Graduate,,
1.0,17.0,1.0,,1.0,1.0,133.1,1.0,19.0,37.0,7.0,7.0,126.0,0.0,0.0,,1.0,0.0,1.0,19.0,0.0,15.5,2.8,-4.06,Graduate,,
3.0,39.0,1.0,9003.0,1.0,1.0,170.0,1.0,1.0,37.0,6.0,6.0,170.0,0.0,0.0,1.0,1.0,0.0,0.0,47.0,0.0,,1.4,3.51,Enrolled,,
1.0,17.0,3.0,9238.0,1.0,1.0,125.0,1.0,,19.0,7.0,8.0,121.5,,0.0,0.0,1.0,0.0,0.0,,0.0,13.9,-0.3,0.79,Graduate,,
1.0,39.0,1.0,9500.0,1.0,3.0,130.0,1.0,2.0,2.0,1.0,1.0,130.0,0.0,0.0,0.0,1.0,0.0,0.0,29.0,0.0,,3.7,-1.7,Graduate,,
1.0,43.0,1.0,9238.0,,1.0,125.0,1.0,19.0,19.0,4.0,8.0,117.0,1.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,,0.3,-0.92,,,
1.0,,1.0,9085.0,1.0,1.0,130.0,1.0,37.0,19.0,9.0,7.0,130.0,1.0,0.0,,1.0,0.0,0.0,28.0,0.0,12.7,,-1.7,Enrolled,,
1.0,17.0,,9556.0,1.0,1.0,133.1,1.0,37.0,37.0,3.0,10.0,108.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,15.5,2.8,,Graduate,,
1.0,17.0,,9500.0,1.0,1.0,131.0,1.0,2.0,38.0,4.0,5.0,132.3,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,,2.6,0.32,Graduate,,
1.0,42.0,1.0,8014.0,0.0,1.0,150.0,1.0,,2.0,4.0,6.0,148.0,0.0,0.0,,1.0,0.0,0.0,26.0,0.0,9.4,-0.8,-3.12,Graduate,,
1.0,17.0,2.0,9254.0,1.0,1.0,125.0,1.0,37.0,37.0,9.0,8.0,122.6,1.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0,11.1,,2.02,Dropout,,
1.0,1.0,1.0,9670.0,1.0,1.0,131.0,1.0,37.0,37.0,9.0,,,1.0,0.0,,1.0,0.0,1.0,18.0,0.0,7.6,2.6,,Enrolled,,
1.0,39.0,1.0,9853.0,1.0,1.0,,1.0,37.0,19.0,9.0,5.0,102.5,0.0,0.0,0.0,1.0,0.0,0.0,27.0,,7.6,2.6,0.32,Graduate,,
1.0,1.0,2.0,9500.0,1.0,1.0,,1.0,34.0,34.0,90.0,90.0,113.3,1.0,0.0,0.0,1.0,,,,0.0,7.6,2.6,0.32,Dropout,,
1.0,1.0,5.0,,1.0,1.0,141.0,,37.0,19.0,9.0,5.0,133.0,1.0,0.0,0.0,1.0,0.0,,18.0,0.0,9.4,-0.8,-3.12,Dropout,,
1.0,7.0,1.0,9500.0,,3.0,140.0,1.0,1.0,1.0,9.0,5.0,140.0,0.0,0.0,0.0,1.0,0.0,0.0,33.0,0.0,16.2,0.3,-0.92,Dropout,,
1.0,43.0,1.0,9853.0,1.0,1.0,140.0,1.0,3.0,1.0,3.0,3.0,128.3,1.0,0.0,0.0,1.0,0.0,0.0,35.0,0.0,12.4,0.5,1.79,Graduate,,
1.0,44.0,1.0,9991.0,0.0,39.0,140.0,1.0,37.0,19.0,,8.0,140.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,9.4,-0.8,-3.12,Enrolled,,
,39.0,1.0,9773.0,1.0,19.0,133.1,1.0,19.0,19.0,3.0,,104.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,0.0,11.1,0.6,2.02,Dropout,,
1.0,18.0,3.0,9070.0,1.0,1.0,131.0,,1.0,37.0,5.0,,122.3,,0.0,0.0,0.0,0.0,0.0,19.0,0.0,,2.8,-4.06,Dropout,,
1.0,17.0,2.0,,1.0,1.0,143.0,1.0,1.0,19.0,4.0,6.0,135.0,,0.0,0.0,1.0,0.0,0.0,20.0,0.0,11.1,0.6,2.02,Dropout,,
1.0,18.0,,9147.0,1.0,1.0,132.0,1.0,3.0,3.0,5.0,7.0,119.1,,0.0,1.0,0.0,,0.0,20.0,0.0,10.8,1.4,1.74,Dropout,,
1.0,43.0,1.0,9238.0,1.0,1.0,143.0,1.0,1.0,,5.0,9.0,126.6,0.0,,1.0,0.0,0.0,0.0,21.0,0.0,9.4,-0.8,-3.12,,,
,17.0,3.0,9500.0,1.0,,141.0,1.0,38.0,1.0,9.0,4.0,129.0,1.0,,0.0,1.0,0.0,1.0,18.0,0.0,7.6,2.6,0.32,,,
1.0,39.0,1.0,9085.0,1.0,1.0,133.1,1.0,1.0,19.0,9.0,9.0,162.3,1.0,0.0,,1.0,0.0,0.0,24.0,0.0,8.9,1.4,3.51,,,
1.0,17.0,4.0,9070.0,,1.0,148.0,1.0,1.0,3.0,4.0,1.0,163.4,1.0,0.0,0.0,1.0,0.0,,20.0,0.0,16.2,0.3,-0.92,Graduate,,
1.0,,1.0,9254.0,1.0,1.0,125.0,1.0,19.0,38.0,9.0,8.0,,0.0,0.0,0.0,1.0,0.0,1.0,21.0,0.0,13.9,-0.3,0.79,Graduate,,
1.0,,1.0,8014.0,0.0,1.0,120.0,1.0,1.0,37.0,7.0,3.0,122.8,0.0,0.0,0.0,1.0,0.0,0.0,23.0,0.0,9.4,-0.8,-3.12,Enrolled,,
1.0,39.0,1.0,9147.0,1.0,,140.0,1.0,12.0,3.0,4.0,3.0,,1.0,,0.0,1.0,0.0,0.0,24.0,0.0,7.6,2.6,0.32,Dropout,,
1.0,51.0,1.0,9853.0,1.0,1.0,139.0,1.0,1.0,1.0,4.0,10.0,,0.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,12.4,0.5,1.79,Dropout,,
1.0,1.0,4.0,9500.0,1.0,1.0,142.0,1.0,38.0,38.0,9.0,8.0,129.8,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,12.7,3.7,-1.7,Graduate,,
1.0,39.0,1.0,9991.0,0.0,40.0,130.0,1.0,19.0,1.0,3.0,4.0,152.0,1.0,0.0,0.0,1.0,0.0,0.0,27.0,,8.9,1.4,,Dropout,,
1.0,18.0,6.0,9500.0,1.0,1.0,126.0,1.0,37.0,37.0,5.0,5.0,122.8,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,9.4,-0.8,-3.12,Graduate,,
1.0,7.0,1.0,9119.0,1.0,3.0,150.0,1.0,3.0,2.0,2.0,2.0,150.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,13.9,-0.3,0.79,,,
1.0,1.0,1.0,9853.0,,1.0,130.0,1.0,19.0,19.0,3.0,,131.8,,,0.0,1.0,0.0,0.0,18.0,0.0,11.1,,2.02,,,
1.0,39.0,1.0,9500.0,1.0,1.0,120.0,1.0,1.0,3.0,,121.0,105.9,0.0,0.0,0.0,1.0,0.0,,35.0,0.0,11.1,0.6,2.02,,,
1.0,1.0,1.0,9085.0,1.0,1.0,138.0,1.0,1.0,1.0,4.0,7.0,132.1,1.0,,0.0,1.0,0.0,,,0.0,10.8,1.4,1.74,Graduate,,
1.0,1.0,4.0,9238.0,1.0,1.0,127.0,1.0,19.0,19.0,4.0,0.0,127.4,1.0,0.0,,1.0,0.0,0.0,20.0,0.0,7.6,2.6,0.32,Graduate,,
1.0,1.0,4.0,9500.0,,1.0,140.0,1.0,19.0,19.0,7.0,7.0,129.5,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,10.8,1.4,1.74,Graduate,,
,44.0,1.0,9238.0,1.0,,130.0,,38.0,38.0,5.0,10.0,126.7,0.0,0.0,1.0,1.0,0.0,0.0,21.0,0.0,13.9,-0.3,0.79,Graduate,,
,17.0,2.0,9238.0,1.0,1.0,128.0,1.0,19.0,37.0,9.0,8.0,116.5,0.0,0.0,0.0,,0.0,,18.0,,,0.3,-0.92,Graduate,,
1.0,1.0,1.0,9238.0,1.0,1.0,132.0,1.0,,34.0,0.0,,119.1,1.0,0.0,0.0,1.0,0.0,,,0.0,7.6,2.6,0.32,Graduate,,
1.0,1.0,2.0,9500.0,1.0,,149.0,1.0,,38.0,9.0,9.0,126.5,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,12.7,,-1.7,Graduate,,
1.0,1.0,4.0,9773.0,1.0,,155.0,1.0,3.0,19.0,1.0,4.0,149.8,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,16.2,0.3,-0.92,Graduate,,
1.0,1.0,1.0,9085.0,,,120.0,1.0,19.0,1.0,8.0,7.0,,,0.0,,1.0,0.0,0.0,19.0,0.0,13.9,-0.3,0.79,Graduate,,
1.0,39.0,1.0,9254.0,1.0,19.0,133.1,1.0,3.0,19.0,2.0,3.0,124.5,0.0,0.0,0.0,,,1.0,36.0,0.0,16.2,0.3,-0.92,Dropout,,
1.0,,2.0,9500.0,1.0,1.0,131.0,1.0,38.0,1.0,7.0,4.0,128.3,1.0,0.0,0.0,1.0,0.0,,18.0,0.0,12.7,3.7,-1.7,Graduate,,
1.0,1.0,1.0,9500.0,1.0,1.0,149.0,1.0,37.0,37.0,,9.0,136.0,0.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,7.6,2.6,,Graduate,,
1.0,43.0,1.0,9130.0,1.0,1.0,140.0,1.0,1.0,3.0,9.0,2.0,140.0,1.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,13.9,-0.3,0.79,,,
1.0,39.0,1.0,9991.0,0.0,1.0,133.1,1.0,37.0,37.0,9.0,9.0,126.3,0.0,0.0,0.0,1.0,0.0,1.0,26.0,0.0,16.2,,-0.92,Dropout,,
1.0,43.0,1.0,9773.0,1.0,1.0,122.0,1.0,1.0,1.0,,,126.9,0.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,7.6,2.6,0.32,Graduate,,
1.0,39.0,1.0,9556.0,1.0,40.0,130.0,,1.0,1.0,4.0,5.0,145.0,,0.0,0.0,1.0,0.0,0.0,25.0,0.0,15.5,2.8,-4.06,Enrolled,,
1.0,18.0,1.0,9147.0,1.0,1.0,121.0,1.0,19.0,3.0,5.0,5.0,115.8,1.0,0.0,0.0,1.0,,1.0,19.0,0.0,12.4,0.5,1.79,Graduate,,
1.0,39.0,1.0,8014.0,,1.0,120.0,1.0,19.0,37.0,8.0,7.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,24.0,,9.4,-0.8,-3.12,Dropout,,
1.0,39.0,1.0,8014.0,0.0,1.0,133.1,,1.0,19.0,5.0,4.0,102.5,0.0,0.0,0.0,1.0,0.0,1.0,27.0,0.0,8.9,1.4,3.51,Dropout,,
1.0,17.0,1.0,9085.0,1.0,1.0,121.0,1.0,19.0,37.0,1.0,3.0,131.5,0.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,7.6,2.6,0.32,Dropout,,
1.0,1.0,1.0,9147.0,1.0,1.0,133.0,1.0,38.0,38.0,7.0,7.0,147.0,0.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,9.4,-0.8,-3.12,Graduate,,
2.0,1.0,4.0,9853.0,1.0,1.0,134.0,1.0,37.0,37.0,5.0,7.0,122.5,0.0,1.0,0.0,1.0,0.0,1.0,19.0,0.0,10.8,1.4,1.74,,,
1.0,1.0,3.0,9254.0,1.0,1.0,115.0,1.0,,1.0,3.0,3.0,117.5,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,9.4,-0.8,-3.12,Dropout,,
1.0,51.0,1.0,9500.0,1.0,1.0,127.0,1.0,19.0,1.0,5.0,9.0,,0.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,11.1,0.6,2.02,Graduate,,
1.0,18.0,1.0,9500.0,1.0,1.0,135.0,1.0,1.0,,,5.0,127.5,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,16.2,0.3,,Graduate,,
2.0,7.0,1.0,9991.0,0.0,43.0,140.0,1.0,40.0,5.0,,3.0,,0.0,0.0,,1.0,0.0,0.0,33.0,0.0,,0.6,2.02,,,
2.0,7.0,1.0,9147.0,1.0,3.0,130.0,1.0,,4.0,3.0,10.0,130.0,0.0,0.0,0.0,1.0,,0.0,45.0,0.0,12.4,0.5,1.79,Graduate,,
1.0,1.0,1.0,,1.0,1.0,135.0,1.0,1.0,1.0,9.0,,133.3,0.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,11.1,0.6,2.02,Graduate,,
1.0,39.0,2.0,9670.0,1.0,1.0,140.0,1.0,34.0,34.0,0.0,0.0,97.0,1.0,0.0,0.0,1.0,0.0,,28.0,0.0,7.6,2.6,0.32,Dropout,,
1.0,43.0,1.0,9500.0,1.0,1.0,120.0,1.0,1.0,1.0,5.0,8.0,112.0,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,12.7,3.7,-1.7,Graduate,,
1.0,1.0,2.0,9254.0,1.0,1.0,140.0,1.0,,,4.0,5.0,,1.0,0.0,0.0,,0.0,0.0,18.0,0.0,12.7,3.7,-1.7,Graduate,,
1.0,39.0,1.0,9254.0,1.0,3.0,133.1,1.0,19.0,19.0,4.0,6.0,,0.0,0.0,,1.0,0.0,0.0,38.0,0.0,15.5,2.8,-4.06,Dropout,,
1.0,1.0,2.0,9670.0,1.0,1.0,135.0,1.0,1.0,,4.0,3.0,133.3,0.0,0.0,0.0,1.0,0.0,,19.0,0.0,,-0.8,-3.12,Graduate,,
1.0,1.0,1.0,9254.0,1.0,1.0,,1.0,1.0,37.0,9.0,9.0,132.1,,0.0,,1.0,0.0,1.0,21.0,0.0,15.5,2.8,-4.06,,,
1.0,1.0,1.0,9147.0,,1.0,133.1,1.0,37.0,,9.0,10.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,,0.3,-0.92,Dropout,,
1.0,1.0,1.0,9238.0,1.0,1.0,154.0,1.0,38.0,37.0,9.0,9.0,,0.0,0.0,0.0,1.0,,1.0,22.0,0.0,10.8,1.4,,,,
1.0,,1.0,9853.0,1.0,1.0,148.0,1.0,19.0,19.0,5.0,7.0,141.7,0.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,9.4,,-3.12,,,
1.0,17.0,2.0,9238.0,1.0,1.0,133.0,1.0,37.0,37.0,,9.0,119.7,0.0,1.0,0.0,1.0,0.0,1.0,18.0,,15.5,2.8,-4.06,,,
1.0,1.0,1.0,9130.0,1.0,1.0,126.0,1.0,19.0,1.0,9.0,9.0,122.5,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,9.4,-0.8,-3.12,,,
1.0,39.0,1.0,9085.0,,19.0,,1.0,19.0,19.0,9.0,7.0,,0.0,0.0,1.0,0.0,0.0,0.0,24.0,0.0,16.2,0.3,-0.92,Dropout,,
1.0,1.0,3.0,9500.0,1.0,1.0,125.0,1.0,3.0,1.0,4.0,4.0,119.4,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,12.4,,1.79,Enrolled,,
1.0,16.0,1.0,171.0,1.0,1.0,145.0,1.0,3.0,3.0,,3.0,155.0,1.0,0.0,0.0,1.0,,0.0,24.0,,12.4,0.5,1.79,Enrolled,,
1.0,1.0,2.0,9147.0,1.0,1.0,118.0,1.0,37.0,19.0,5.0,5.0,119.1,1.0,0.0,0.0,,0.0,1.0,20.0,0.0,12.4,0.5,,,,
1.0,39.0,1.0,9147.0,1.0,1.0,120.0,1.0,37.0,1.0,9.0,1.0,122.7,,,0.0,0.0,0.0,0.0,25.0,0.0,10.8,1.4,1.74,Dropout,,
1.0,1.0,1.0,9147.0,1.0,,127.0,,,19.0,9.0,10.0,117.9,0.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,8.9,1.4,3.51,Graduate,,
1.0,7.0,1.0,9500.0,1.0,3.0,130.0,1.0,19.0,38.0,5.0,3.0,130.0,0.0,0.0,0.0,1.0,0.0,0.0,23.0,0.0,9.4,-0.8,-3.12,Graduate,,
1.0,17.0,3.0,9500.0,1.0,,129.0,,19.0,,7.0,6.0,120.0,1.0,0.0,0.0,,0.0,1.0,19.0,0.0,10.8,1.4,1.74,Graduate,,
1.0,44.0,1.0,9003.0,1.0,39.0,130.0,1.0,37.0,37.0,9.0,10.0,130.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,0.0,13.9,-0.3,0.79,Dropout,,
1.0,1.0,3.0,9254.0,1.0,1.0,121.0,1.0,19.0,37.0,4.0,7.0,116.8,,0.0,0.0,1.0,0.0,0.0,21.0,0.0,11.1,,2.02,Graduate,,
1.0,1.0,1.0,9670.0,1.0,1.0,136.0,1.0,19.0,1.0,9.0,8.0,,1.0,0.0,0.0,1.0,0.0,1.0,,0.0,11.1,0.6,2.02,Graduate,,
1.0,1.0,3.0,9070.0,1.0,1.0,125.0,1.0,19.0,38.0,9.0,9.0,125.4,1.0,0.0,0.0,1.0,0.0,0.0,19.0,,9.4,-0.8,-3.12,Enrolled,,
1.0,1.0,3.0,9773.0,1.0,1.0,131.0,,38.0,37.0,7.0,7.0,,1.0,0.0,,,0.0,1.0,,0.0,8.9,1.4,3.51,Dropout,,
1.0,1.0,1.0,9085.0,1.0,1.0,,1.0,9.0,19.0,90.0,6.0,103.4,0.0,0.0,0.0,,0.0,0.0,19.0,0.0,7.6,2.6,,Graduate,,
1.0,1.0,1.0,9773.0,1.0,1.0,127.0,1.0,37.0,37.0,9.0,8.0,123.2,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,9.4,-0.8,-3.12,Enrolled,,
1.0,17.0,,9147.0,1.0,1.0,,1.0,1.0,1.0,4.0,4.0,124.1,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,8.9,1.4,3.51,Graduate,,
2.0,39.0,1.0,9556.0,1.0,,,1.0,38.0,37.0,7.0,7.0,99.5,1.0,0.0,,0.0,0.0,,37.0,0.0,8.9,1.4,3.51,Dropout,,
1.0,17.0,1.0,,0.0,40.0,127.0,1.0,37.0,37.0,6.0,6.0,124.9,,0.0,0.0,,0.0,0.0,29.0,,16.2,,-0.92,Graduate,,
1.0,17.0,3.0,9070.0,1.0,1.0,116.0,1.0,37.0,37.0,9.0,9.0,110.8,,0.0,0.0,1.0,0.0,0.0,18.0,0.0,7.6,2.6,0.32,Enrolled,,
1.0,1.0,,,1.0,1.0,121.0,1.0,1.0,1.0,9.0,,118.9,1.0,0.0,0.0,1.0,0.0,1.0,19.0,,12.4,0.5,1.79,Graduate,,
1.0,43.0,1.0,9238.0,1.0,1.0,124.0,1.0,1.0,1.0,3.0,1.0,118.8,1.0,0.0,1.0,0.0,0.0,0.0,22.0,0.0,16.2,0.3,-0.92,Dropout,,
1.0,,,9254.0,1.0,1.0,131.0,1.0,37.0,38.0,9.0,7.0,137.0,0.0,0.0,0.0,1.0,0.0,1.0,20.0,,15.5,2.8,-4.06,Graduate,,
1.0,39.0,1.0,8014.0,0.0,1.0,100.0,1.0,37.0,37.0,99.0,99.0,100.0,0.0,0.0,0.0,,0.0,0.0,34.0,0.0,12.7,3.7,-1.7,Dropout,,
1.0,,1.0,9119.0,1.0,1.0,130.0,1.0,37.0,38.0,9.0,9.0,120.0,0.0,0.0,1.0,0.0,,0.0,30.0,,7.6,2.6,0.32,Dropout,,
1.0,1.0,1.0,9238.0,1.0,1.0,135.0,1.0,1.0,1.0,4.0,4.0,122.8,0.0,0.0,0.0,1.0,,0.0,18.0,0.0,10.8,1.4,1.74,Graduate,,
1.0,1.0,1.0,9238.0,1.0,1.0,130.0,1.0,38.0,19.0,9.0,5.0,121.6,0.0,,0.0,1.0,0.0,,,0.0,12.4,0.5,,Graduate,,
1.0,1.0,2.0,9773.0,1.0,1.0,146.0,1.0,3.0,1.0,1.0,3.0,149.2,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,9.4,-0.8,-3.12,Graduate,,
,,4.0,,1.0,1.0,,1.0,4.0,1.0,2.0,3.0,140.0,1.0,0.0,,1.0,0.0,0.0,18.0,0.0,12.7,,,Graduate,,
1.0,1.0,2.0,9773.0,1.0,1.0,,1.0,38.0,38.0,9.0,9.0,133.4,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,12.7,3.7,-1.7,Graduate,,
1.0,1.0,1.0,9070.0,1.0,1.0,137.0,1.0,37.0,37.0,9.0,9.0,126.2,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,,1.4,1.74,,,
1.0,1.0,5.0,9500.0,1.0,1.0,151.0,1.0,1.0,1.0,9.0,9.0,127.8,0.0,0.0,0.0,1.0,0.0,,18.0,0.0,12.7,3.7,-1.7,Graduate,,
1.0,44.0,,9003.0,1.0,39.0,150.0,1.0,37.0,,,8.0,150.0,0.0,0.0,0.0,1.0,0.0,1.0,21.0,0.0,13.9,,0.79,Graduate,,
1.0,,2.0,9147.0,1.0,1.0,121.0,1.0,,19.0,,9.0,113.7,1.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,7.6,,0.32,Dropout,,
1.0,17.0,1.0,,1.0,,122.0,1.0,12.0,,4.0,8.0,117.8,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,13.9,-0.3,0.79,Graduate,,
1.0,1.0,1.0,,1.0,1.0,143.0,1.0,5.0,1.0,2.0,5.0,136.7,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,11.1,,2.02,,,
1.0,,1.0,9238.0,,1.0,,1.0,1.0,38.0,4.0,5.0,144.7,0.0,0.0,0.0,,0.0,0.0,20.0,0.0,16.2,0.3,-0.92,Graduate,,
,17.0,3.0,9500.0,1.0,1.0,145.0,1.0,12.0,1.0,4.0,10.0,139.8,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,13.9,-0.3,0.79,Graduate,,
1.0,42.0,1.0,9853.0,1.0,,120.0,1.0,37.0,,3.0,3.0,,0.0,0.0,0.0,,0.0,,20.0,,12.7,3.7,-1.7,Dropout,,
2.0,7.0,1.0,9130.0,1.0,3.0,140.0,1.0,5.0,4.0,2.0,0.0,140.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,0.0,7.6,2.6,,Dropout,,
1.0,1.0,1.0,9500.0,1.0,1.0,,1.0,19.0,19.0,5.0,,142.3,0.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,12.4,0.5,1.79,Enrolled,,
1.0,1.0,1.0,9500.0,1.0,1.0,,1.0,19.0,19.0,5.0,5.0,119.6,1.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,,,-4.06,Graduate,,
1.0,16.0,2.0,,1.0,1.0,139.0,1.0,38.0,37.0,,,123.7,1.0,0.0,0.0,1.0,,1.0,22.0,0.0,16.2,0.3,-0.92,Graduate,,
